x,y,N,club_agreement,aim_agreement,joint_agreement,n_seeds
-6.666666666666671,128.01247435116397,200,1.0,0.5,0.5,100
-6.666666666666671,136.68052705684886,200,1.0,0.31,0.31,100
-6.666666666666671,145.34857976253377,200,1.0,0.26,0.26,100
-6.666666666666671,154.01663246821866,200,1.0,0.33,0.33,100
-6.666666666666671,162.68468517390357,200,0.99,0.31,0.31,100
-6.666666666666671,171.35273787958843,200,0.99,0.28,0.28,100
-6.666666666666671,180.02079058527332,200,0.54,0.24,0.16,100
-6.666666666666671,188.6888432909582,200,1.0,0.27,0.27,100
-6.666666666666671,197.3568959966431,200,0.85,0.26,0.24,100
-6.666666666666671,206.024948702328,200,1.0,0.31,0.31,100
-6.666666666666671,214.6930014080129,200,1.0,0.28,0.28,100
-6.666666666666671,223.36105411369775,200,0.76,0.26,0.24,100
-6.666666666666671,232.02910681938263,200,0.95,0.33,0.33,100
-6.666666666666671,240.69715952506752,200,0.99,0.38,0.38,100
-6.666666666666671,249.3652122307524,200,1.0,0.45,0.45,100
-6.666666666666671,258.0332649364373,200,0.98,0.44,0.44,100
-6.666666666666671,266.7013176421222,200,1.0,0.58,0.58,100
-6.666666666666671,275.3693703478071,200,1.0,0.67,0.67,100
-6.666666666666671,284.037423053492,200,1.0,0.58,0.58,100
4.444444444444443,50.0,200,1.0,0.33,0.33,100
4.444444444444443,58.668052705684886,200,0.88,0.39,0.37,100
4.444444444444443,67.33610541136977,200,0.97,0.39,0.36,100
4.444444444444443,76.00415811705466,200,1.0,0.33,0.33,100
4.444444444444443,84.67221082273954,200,1.0,0.29,0.29,100
4.444444444444443,93.34026352842444,200,0.61,0.23,0.12,100
4.444444444444443,102.00831623410932,200,0.43,0.12,0.11,100
4.444444444444443,110.67636893979422,200,0.57,0.21,0.18,100
4.444444444444443,119.3444216454791,200,0.95,0.56,0.56,100
4.444444444444443,128.01247435116397,200,0.63,0.17,0.17,100
4.444444444444443,136.68052705684886,200,1.0,0.25,0.25,100
4.444444444444443,145.34857976253377,200,0.99,0.28,0.28,100
4.444444444444443,154.01663246821866,200,1.0,0.31,0.31,100
4.444444444444443,162.68468517390357,200,1.0,0.33,0.33,100
4.444444444444443,171.35273787958843,200,1.0,0.31,0.31,100
4.444444444444443,180.02079058527332,200,0.68,0.24,0.22,100
4.444444444444443,188.6888432909582,200,1.0,0.3,0.3,100
4.444444444444443,197.3568959966431,200,0.95,0.28,0.28,100
4.444444444444443,206.024948702328,200,0.97,0.31,0.31,100
4.444444444444443,214.6930014080129,200,1.0,0.38,0.38,100
4.444444444444443,223.36105411369775,200,0.56,0.43,0.22,100
4.444444444444443,232.02910681938263,200,0.91,0.33,0.32,100
4.444444444444443,240.69715952506752,200,1.0,0.44,0.44,100
4.444444444444443,249.3652122307524,200,1.0,0.51,0.51,100
4.444444444444443,258.0332649364373,200,1.0,0.72,0.72,100
4.444444444444443,266.7013176421222,200,1.0,0.6,0.6,100
4.444444444444443,275.3693703478071,200,1.0,0.85,0.85,100
4.444444444444443,284.037423053492,200,1.0,0.59,0.59,100
15.555555555555555,50.0,200,1.0,0.24,0.24,100
15.555555555555555,58.668052705684886,200,1.0,0.27,0.27,100
15.555555555555555,67.33610541136977,200,0.76,0.31,0.24,100
15.555555555555555,76.00415811705466,200,1.0,0.2,0.2,100
15.555555555555555,84.67221082273954,200,1.0,0.16,0.16,100
15.555555555555555,93.34026352842444,200,0.5,0.13,0.1,100
15.555555555555555,102.00831623410932,200,0.45,0.12,0.08,100
15.555555555555555,110.67636893979422,200,0.73,0.25,0.15,100
15.555555555555555,119.3444216454791,200,0.87,0.44,0.42,100
15.555555555555555,128.01247435116397,200,0.53,0.19,0.19,100
15.555555555555555,136.68052705684886,200,1.0,0.23,0.23,100
15.555555555555555,145.34857976253377,200,0.99,0.28,0.28,100
15.555555555555555,154.01663246821866,200,1.0,0.3,0.3,100
15.555555555555555,162.68468517390357,200,1.0,0.33,0.33,100
15.555555555555555,171.35273787958843,200,0.99,0.3,0.29,100
15.555555555555555,180.02079058527332,200,0.66,0.22,0.15,100
15.555555555555555,188.6888432909582,200,1.0,0.34,0.34,100
15.555555555555555,197.3568959966431,200,1.0,0.36,0.36,100
15.555555555555555,206.024948702328,200,1.0,0.34,0.34,100
15.555555555555555,214.6930014080129,200,1.0,0.35,0.35,100
15.555555555555555,223.36105411369775,200,0.86,0.39,0.33,100
15.555555555555555,232.02910681938263,200,1.0,0.34,0.34,100
15.555555555555555,240.69715952506752,200,1.0,0.41,0.41,100
15.555555555555555,249.3652122307524,200,1.0,0.47,0.47,100
15.555555555555555,258.0332649364373,200,1.0,0.55,0.55,100
15.555555555555555,266.7013176421222,200,1.0,0.51,0.51,100
15.555555555555555,275.3693703478071,200,1.0,0.65,0.65,100
15.555555555555555,284.037423053492,200,1.0,0.8,0.8,100
26.666666666666657,50.0,200,1.0,0.27,0.27,100
26.666666666666657,58.668052705684886,200,1.0,0.35,0.35,100
26.666666666666657,67.33610541136977,200,0.75,0.21,0.13,100
26.666666666666657,76.00415811705466,200,1.0,0.17,0.17,100
26.666666666666657,84.67221082273954,200,0.99,0.16,0.16,100
26.666666666666657,93.34026352842444,200,1.0,0.54,0.54,100
26.666666666666657,102.00831623410932,200,1.0,0.31,0.31,100
26.666666666666657,110.67636893979422,200,1.0,0.23,0.23,100
26.666666666666657,119.3444216454791,200,1.0,0.21,0.21,100
26.666666666666657,128.01247435116397,200,0.86,0.21,0.21,100
26.666666666666657,136.68052705684886,200,1.0,0.25,0.25,100
26.666666666666657,145.34857976253377,200,1.0,0.22,0.22,100
26.666666666666657,154.01663246821866,200,1.0,0.31,0.31,100
26.666666666666657,162.68468517390357,200,1.0,0.24,0.24,100
26.666666666666657,171.35273787958843,200,0.96,0.26,0.24,100
26.666666666666657,180.02079058527332,200,0.74,0.26,0.25,100
26.666666666666657,188.6888432909582,200,0.99,0.39,0.39,100
26.666666666666657,197.3568959966431,200,1.0,0.36,0.36,100
26.666666666666657,206.024948702328,200,1.0,0.3,0.3,100
26.666666666666657,214.6930014080129,200,1.0,0.37,0.37,100
26.666666666666657,223.36105411369775,200,0.96,0.32,0.32,100
26.666666666666657,232.02910681938263,200,1.0,0.42,0.42,100
26.666666666666657,240.69715952506752,200,1.0,0.45,0.45,100
26.666666666666657,249.3652122307524,200,1.0,0.4,0.4,100
26.666666666666657,258.0332649364373,200,1.0,0.45,0.45,100
26.666666666666657,266.7013176421222,200,1.0,0.66,0.66,100
26.666666666666657,275.3693703478071,200,1.0,0.59,0.59,100
26.666666666666657,284.037423053492,200,1.0,0.65,0.65,100
37.77777777777777,50.0,200,0.99,0.2,0.2,100
37.77777777777777,58.668052705684886,200,1.0,0.2,0.2,100
37.77777777777777,67.33610541136977,200,0.91,0.16,0.14,100
37.77777777777777,76.00415811705466,200,1.0,0.16,0.16,100
37.77777777777777,84.67221082273954,200,0.98,0.13,0.13,100
37.77777777777777,93.34026352842444,200,0.78,0.16,0.14,100
37.77777777777777,102.00831623410932,200,0.62,0.17,0.12,100
37.77777777777777,110.67636893979422,200,0.68,0.22,0.14,100
37.77777777777777,119.3444216454791,200,1.0,0.22,0.22,100
37.77777777777777,128.01247435116397,200,1.0,0.23,0.23,100
37.77777777777777,136.68052705684886,200,1.0,0.24,0.24,100
37.77777777777777,145.34857976253377,200,1.0,0.23,0.23,100
37.77777777777777,154.01663246821866,200,0.78,0.22,0.22,100
37.77777777777777,162.68468517390357,200,1.0,0.39,0.39,100
37.77777777777777,171.35273787958843,200,0.53,0.29,0.18,100
37.77777777777777,180.02079058527332,200,1.0,0.24,0.24,100
37.77777777777777,188.6888432909582,200,0.91,0.21,0.21,100
37.77777777777777,197.3568959966431,200,0.64,0.23,0.14,100
37.77777777777777,206.024948702328,200,0.99,0.34,0.34,100
37.77777777777777,214.6930014080129,200,1.0,0.42,0.42,100
37.77777777777777,223.36105411369775,200,0.98,0.32,0.32,100
37.77777777777777,232.02910681938263,200,1.0,0.31,0.31,100
37.77777777777777,240.69715952506752,200,0.61,0.35,0.23,100
37.77777777777777,249.3652122307524,200,1.0,0.34,0.34,100
37.77777777777777,258.0332649364373,200,0.98,0.39,0.39,100
37.77777777777777,266.7013176421222,200,0.96,0.48,0.44,100
37.77777777777777,275.3693703478071,200,1.0,0.73,0.73,100
37.77777777777777,284.037423053492,200,1.0,0.57,0.57,100
48.888888888888886,50.0,200,1.0,0.17,0.17,100
48.888888888888886,58.668052705684886,200,1.0,0.15,0.15,100
48.888888888888886,67.33610541136977,200,0.99,0.16,0.16,100
48.888888888888886,76.00415811705466,200,1.0,0.13,0.13,100
48.888888888888886,84.67221082273954,200,1.0,0.13,0.13,100
48.888888888888886,93.34026352842444,200,0.86,0.14,0.14,100
48.888888888888886,102.00831623410932,200,0.71,0.27,0.23,100
48.888888888888886,110.67636893979422,200,0.55,0.27,0.15,100
48.888888888888886,119.3444216454791,200,0.69,0.4,0.31,100
48.888888888888886,128.01247435116397,200,0.76,0.54,0.46,100
48.888888888888886,136.68052705684886,200,1.0,0.48,0.48,100
48.888888888888886,145.34857976253377,200,1.0,0.68,0.68,100
48.888888888888886,154.01663246821866,200,1.0,0.55,0.55,100
48.888888888888886,162.68468517390357,200,1.0,0.29,0.29,100
48.888888888888886,171.35273787958843,200,0.98,0.28,0.28,100
48.888888888888886,180.02079058527332,200,1.0,0.27,0.27,100
48.888888888888886,188.6888432909582,200,0.96,0.21,0.2,100
48.888888888888886,197.3568959966431,200,1.0,0.24,0.24,100
48.888888888888886,206.024948702328,200,1.0,0.21,0.21,100
48.888888888888886,214.6930014080129,200,1.0,0.34,0.34,100
48.888888888888886,223.36105411369775,200,1.0,0.29,0.29,100
48.888888888888886,232.02910681938263,200,0.92,0.31,0.31,100
48.888888888888886,240.69715952506752,200,1.0,0.34,0.34,100
48.888888888888886,249.3652122307524,200,0.95,0.29,0.29,100
48.888888888888886,258.0332649364373,200,1.0,0.36,0.36,100
48.888888888888886,266.7013176421222,200,0.97,0.51,0.51,100
48.888888888888886,275.3693703478071,200,0.54,0.38,0.28,100
48.888888888888886,284.037423053492,200,1.0,0.48,0.48,100
60.0,50.0,200,1.0,0.14,0.14,100
60.0,58.668052705684886,200,0.95,0.13,0.13,100
60.0,67.33610541136977,200,1.0,0.16,0.16,100
60.0,76.00415811705466,200,1.0,0.13,0.13,100
60.0,84.67221082273954,200,1.0,0.16,0.16,100
60.0,93.34026352842444,200,0.92,0.24,0.24,100
60.0,102.00831623410932,200,0.68,0.34,0.28,100
60.0,110.67636893979422,200,0.41,0.36,0.23,100
60.0,119.3444216454791,200,0.39,0.37,0.23,100
60.0,128.01247435116397,200,0.72,0.38,0.21,100
60.0,136.68052705684886,200,1.0,0.51,0.51,100
60.0,145.34857976253377,200,0.54,0.43,0.36,100
60.0,154.01663246821866,200,1.0,0.6,0.6,100
60.0,162.68468517390357,200,1.0,0.51,0.51,100
60.0,171.35273787958843,200,1.0,0.3,0.3,100
60.0,180.02079058527332,200,1.0,0.6,0.6,100
60.0,188.6888432909582,200,1.0,0.25,0.25,100
60.0,197.3568959966431,200,1.0,0.2,0.2,100
60.0,206.024948702328,200,1.0,0.25,0.25,100
60.0,214.6930014080129,200,1.0,0.26,0.26,100
60.0,223.36105411369775,200,1.0,0.3,0.3,100
60.0,232.02910681938263,200,1.0,0.32,0.32,100
60.0,240.69715952506752,200,1.0,0.31,0.31,100
60.0,249.3652122307524,200,0.98,0.31,0.31,100
60.0,258.0332649364373,200,0.99,0.4,0.39,100
60.0,266.7013176421222,200,1.0,0.36,0.36,100
60.0,275.3693703478071,200,0.81,0.43,0.43,100
60.0,284.037423053492,200,1.0,0.47,0.47,100
-40.0,50.0,250,1.0,0.35,0.35,100
-40.0,58.668052705684886,250,1.0,0.52,0.52,100
-40.0,67.33610541136977,250,0.98,0.49,0.47,100
-40.0,76.00415811705466,250,1.0,0.58,0.58,100
-40.0,84.67221082273954,250,0.98,0.54,0.52,100
-40.0,93.34026352842444,250,0.92,0.72,0.66,100
-40.0,102.00831623410932,250,0.42,0.57,0.33,100
-40.0,110.67636893979422,250,0.99,0.36,0.36,100
-40.0,119.3444216454791,250,1.0,0.54,0.54,100
-40.0,128.01247435116397,250,1.0,0.47,0.47,100
-40.0,136.68052705684886,250,1.0,0.47,0.47,100
-40.0,145.34857976253377,250,1.0,0.51,0.51,100
-40.0,154.01663246821866,250,1.0,0.39,0.39,100
-40.0,162.68468517390357,250,0.94,0.32,0.27,100
-40.0,171.35273787958843,250,0.95,0.18,0.18,100
-40.0,180.02079058527332,250,1.0,0.43,0.43,100
-40.0,188.6888432909582,250,0.99,0.27,0.26,100
-40.0,197.3568959966431,250,1.0,0.25,0.25,100
-40.0,206.024948702328,250,0.68,0.32,0.23,100
-40.0,214.6930014080129,250,1.0,0.35,0.35,100
-40.0,223.36105411369775,250,1.0,0.35,0.35,100
-40.0,232.02910681938263,250,1.0,0.38,0.38,100
-40.0,240.69715952506752,250,0.87,0.37,0.37,100
-40.0,249.3652122307524,250,0.99,0.42,0.41,100
-40.0,258.0332649364373,250,1.0,0.42,0.42,100
-40.0,266.7013176421222,250,1.0,0.48,0.48,100
-40.0,275.3693703478071,250,1.0,0.59,0.59,100
-40.0,284.037423053492,250,0.72,0.38,0.38,100
-28.88888888888889,50.0,250,1.0,0.51,0.51,100
-28.88888888888889,58.668052705684886,250,1.0,0.43,0.43,100
-28.88888888888889,67.33610541136977,250,0.81,0.52,0.43,100
-28.88888888888889,76.00415811705466,250,0.88,0.55,0.46,100
-28.88888888888889,84.67221082273954,250,1.0,0.6,0.6,100
-28.88888888888889,93.34026352842444,250,0.92,0.65,0.61,100
-28.88888888888889,102.00831623410932,250,0.45,0.54,0.28,100
-28.88888888888889,110.67636893979422,250,0.91,0.45,0.45,100
-28.88888888888889,119.3444216454791,250,0.99,0.49,0.49,100
-28.88888888888889,128.01247435116397,250,1.0,0.53,0.53,100
-28.88888888888889,136.68052705684886,250,1.0,0.51,0.51,100
-28.88888888888889,145.34857976253377,250,1.0,0.44,0.44,100
-28.88888888888889,154.01663246821866,250,1.0,0.44,0.44,100
-28.88888888888889,162.68468517390357,250,1.0,0.22,0.22,100
-28.88888888888889,171.35273787958843,250,1.0,0.6,0.6,100
-28.88888888888889,180.02079058527332,250,1.0,0.29,0.29,100
-28.88888888888889,188.6888432909582,250,1.0,0.32,0.32,100
-28.88888888888889,197.3568959966431,250,0.79,0.37,0.28,100
-28.88888888888889,206.024948702328,250,0.92,0.34,0.33,100
-28.88888888888889,214.6930014080129,250,1.0,0.41,0.41,100
-28.88888888888889,223.36105411369775,250,1.0,0.38,0.38,100
-28.88888888888889,232.02910681938263,250,1.0,0.42,0.42,100
-28.88888888888889,240.69715952506752,250,0.87,0.4,0.36,100
-28.88888888888889,249.3652122307524,250,0.9,0.38,0.37,100
-28.88888888888889,258.0332649364373,250,0.93,0.51,0.51,100
-28.88888888888889,266.7013176421222,250,0.98,0.55,0.54,100
-28.88888888888889,275.3693703478071,250,1.0,0.58,0.58,100
-28.88888888888889,284.037423053492,250,1.0,0.58,0.58,100
-17.77777777777778,50.0,250,1.0,0.43,0.43,100
-17.77777777777778,58.668052705684886,250,1.0,0.5,0.5,100
-17.77777777777778,67.33610541136977,250,1.0,0.5,0.5,100
-17.77777777777778,76.00415811705466,250,1.0,0.49,0.49,100
-17.77777777777778,84.67221082273954,250,1.0,0.62,0.62,100
-17.77777777777778,93.34026352842444,250,0.94,0.57,0.55,100
-17.77777777777778,102.00831623410932,250,0.42,0.39,0.21,100
-17.77777777777778,110.67636893979422,250,0.83,0.4,0.4,100
-17.77777777777778,119.3444216454791,250,0.99,0.52,0.52,100
-17.77777777777778,128.01247435116397,250,1.0,0.51,0.51,100
-17.77777777777778,136.68052705684886,250,1.0,0.33,0.33,100
-17.77777777777778,145.34857976253377,250,1.0,0.46,0.46,100
-17.77777777777778,154.01663246821866,250,1.0,0.29,0.29,100
-17.77777777777778,162.68468517390357,250,1.0,0.24,0.24,100
-17.77777777777778,171.35273787958843,250,1.0,0.61,0.61,100
-17.77777777777778,180.02079058527332,250,1.0,0.36,0.36,100
-17.77777777777778,188.6888432909582,250,1.0,0.29,0.29,100
-17.77777777777778,197.3568959966431,250,0.81,0.31,0.25,100
-17.77777777777778,206.024948702328,250,1.0,0.37,0.37,100
-17.77777777777778,214.6930014080129,250,0.57,0.23,0.23,100
-17.77777777777778,223.36105411369775,250,0.76,0.28,0.28,100
-17.77777777777778,232.02910681938263,250,0.99,0.31,0.31,100
-17.77777777777778,240.69715952506752,250,1.0,0.51,0.51,100
-17.77777777777778,249.3652122307524,250,1.0,0.47,0.47,100
-17.77777777777778,258.0332649364373,250,1.0,0.5,0.5,100
-17.77777777777778,266.7013176421222,250,1.0,0.53,0.53,100
-17.77777777777778,275.3693703478071,250,1.0,0.63,0.63,100
-17.77777777777778,284.037423053492,250,1.0,0.8,0.8,100
-6.666666666666671,50.0,250,1.0,0.43,0.43,100
-6.666666666666671,58.668052705684886,250,0.77,0.46,0.33,100
-6.666666666666671,67.33610541136977,250,1.0,0.48,0.48,100
-6.666666666666671,76.00415811705466,250,1.0,0.5,0.5,100
-6.666666666666671,84.67221082273954,250,1.0,0.43,0.43,100
-6.666666666666671,93.34026352842444,250,0.85,0.44,0.37,100
-6.666666666666671,102.00831623410932,250,0.55,0.22,0.17,100
-6.666666666666671,110.67636893979422,250,0.62,0.29,0.26,100
-6.666666666666671,119.3444216454791,250,0.98,0.48,0.48,100
-6.666666666666671,128.01247435116397,250,1.0,0.48,0.48,100
-6.666666666666671,136.68052705684886,250,1.0,0.32,0.32,100
-6.666666666666671,145.34857976253377,250,1.0,0.29,0.29,100
-6.666666666666671,154.01663246821866,250,1.0,0.35,0.35,100
-6.666666666666671,162.68468517390357,250,0.99,0.3,0.3,100
-6.666666666666671,171.35273787958843,250,0.99,0.32,0.32,100
-6.666666666666671,180.02079058527332,250,0.59,0.24,0.19,100
-6.666666666666671,188.6888432909582,250,1.0,0.33,0.33,100
-6.666666666666671,197.3568959966431,250,0.9,0.28,0.27,100
-6.666666666666671,206.024948702328,250,1.0,0.35,0.35,100
-6.666666666666671,214.6930014080129,250,1.0,0.26,0.26,100
-6.666666666666671,223.36105411369775,250,0.77,0.29,0.28,100
-6.666666666666671,232.02910681938263,250,0.93,0.32,0.32,100
-6.666666666666671,240.69715952506752,250,1.0,0.39,0.39,100
-6.666666666666671,249.3652122307524,250,1.0,0.49,0.49,100
-6.666666666666671,258.0332649364373,250,0.96,0.5,0.5,100
-6.666666666666671,266.7013176421222,250,1.0,0.63,0.63,100
-6.666666666666671,275.3693703478071,250,1.0,0.76,0.76,100
-6.666666666666671,284.037423053492,250,1.0,0.63,0.63,100
4.444444444444443,50.0,250,1.0,0.35,0.35,100
4.444444444444443,58.668052705684886,250,0.87,0.4,0.38,100
4.444444444444443,67.33610541136977,250,0.97,0.42,0.39,100
4.444444444444443,76.00415811705466,250,1.0,0.37,0.37,100
4.444444444444443,84.67221082273954,250,1.0,0.3,0.3,100
4.444444444444443,93.34026352842444,250,0.6,0.25,0.14,100
4.444444444444443,102.00831623410932,250,0.53,0.13,0.13,100
4.444444444444443,110.67636893979422,250,0.51,0.29,0.26,100
4.444444444444443,119.3444216454791,250,0.95,0.51,0.51,100
4.444444444444443,128.01247435116397,250,0.68,0.16,0.16,100
4.444444444444443,136.68052705684886,250,1.0,0.3,0.3,100
4.444444444444443,145.34857976253377,250,1.0,0.28,0.28,100
4.444444444444443,154.01663246821866,250,1.0,0.27,0.27,100
4.444444444444443,162.68468517390357,250,1.0,0.28,0.28,100
4.444444444444443,171.35273787958843,250,1.0,0.26,0.26,100
4.444444444444443,180.02079058527332,250,0.65,0.25,0.2,100
4.444444444444443,188.6888432909582,250,1.0,0.3,0.3,100
4.444444444444443,197.3568959966431,250,0.97,0.32,0.32,100
4.444444444444443,206.024948702328,250,0.98,0.29,0.29,100
4.444444444444443,214.6930014080129,250,1.0,0.38,0.38,100
4.444444444444443,223.36105411369775,250,0.56,0.43,0.22,100
4.444444444444443,232.02910681938263,250,0.97,0.35,0.35,100
4.444444444444443,240.69715952506752,250,1.0,0.43,0.43,100
4.444444444444443,249.3652122307524,250,1.0,0.56,0.56,100
4.444444444444443,258.0332649364373,250,1.0,0.72,0.72,100
4.444444444444443,266.7013176421222,250,1.0,0.6,0.6,100
4.444444444444443,275.3693703478071,250,1.0,0.83,0.83,100
4.444444444444443,284.037423053492,250,1.0,0.62,0.62,100
15.555555555555555,50.0,250,1.0,0.27,0.27,100
15.555555555555555,58.668052705684886,250,1.0,0.37,0.37,100
15.555555555555555,67.33610541136977,250,0.81,0.33,0.29,100
15.555555555555555,76.00415811705466,250,1.0,0.23,0.23,100
15.555555555555555,84.67221082273954,250,0.99,0.18,0.17,100
15.555555555555555,93.34026352842444,250,0.52,0.16,0.15,100
15.555555555555555,102.00831623410932,250,0.46,0.16,0.1,100
15.555555555555555,110.67636893979422,250,0.77,0.23,0.16,100
15.555555555555555,119.3444216454791,250,0.9,0.5,0.48,100
15.555555555555555,128.01247435116397,250,0.59,0.16,0.16,100
15.555555555555555,136.68052705684886,250,1.0,0.26,0.26,100
15.555555555555555,145.34857976253377,250,0.99,0.26,0.25,100
15.555555555555555,154.01663246821866,250,1.0,0.27,0.27,100
15.555555555555555,162.68468517390357,250,1.0,0.35,0.35,100
15.555555555555555,171.35273787958843,250,0.99,0.3,0.29,100
15.555555555555555,180.02079058527332,250,0.63,0.27,0.17,100
15.555555555555555,188.6888432909582,250,1.0,0.37,0.37,100
15.555555555555555,197.3568959966431,250,1.0,0.3,0.3,100
15.555555555555555,206.024948702328,250,1.0,0.32,0.32,100
15.555555555555555,214.6930014080129,250,1.0,0.39,0.39,100
15.555555555555555,223.36105411369775,250,0.88,0.4,0.34,100
15.555555555555555,232.02910681938263,250,1.0,0.38,0.38,100
15.555555555555555,240.69715952506752,250,1.0,0.43,0.43,100
15.555555555555555,249.3652122307524,250,1.0,0.49,0.49,100
15.555555555555555,258.0332649364373,250,1.0,0.57,0.57,100
15.555555555555555,266.7013176421222,250,1.0,0.55,0.55,100
15.555555555555555,275.3693703478071,250,1.0,0.71,0.71,100
15.555555555555555,284.037423053492,250,1.0,0.84,0.84,100
26.666666666666657,50.0,250,1.0,0.23,0.23,100
26.666666666666657,58.668052705684886,250,1.0,0.38,0.38,100
26.666666666666657,67.33610541136977,250,0.77,0.24,0.17,100
26.666666666666657,76.00415811705466,250,1.0,0.17,0.17,100
26.666666666666657,84.67221082273954,250,1.0,0.15,0.15,100
26.666666666666657,93.34026352842444,250,1.0,0.6,0.6,100
26.666666666666657,102.00831623410932,250,1.0,0.33,0.33,100
26.666666666666657,110.67636893979422,250,1.0,0.22,0.22,100
26.666666666666657,119.3444216454791,250,1.0,0.23,0.23,100
26.666666666666657,128.01247435116397,250,0.91,0.21,0.21,100
26.666666666666657,136.68052705684886,250,1.0,0.27,0.27,100
26.666666666666657,145.34857976253377,250,1.0,0.25,0.25,100
26.666666666666657,154.01663246821866,250,1.0,0.31,0.31,100
26.666666666666657,162.68468517390357,250,1.0,0.29,0.29,100
26.666666666666657,171.35273787958843,250,0.98,0.3,0.3,100
26.666666666666657,180.02079058527332,250,0.87,0.24,0.23,100
26.666666666666657,188.6888432909582,250,1.0,0.43,0.43,100
26.666666666666657,197.3568959966431,250,1.0,0.4,0.4,100
26.666666666666657,206.024948702328,250,1.0,0.33,0.33,100
26.666666666666657,214.6930014080129,250,1.0,0.4,0.4,100
26.666666666666657,223.36105411369775,250,0.97,0.39,0.39,100
26.666666666666657,232.02910681938263,250,1.0,0.42,0.42,100
26.666666666666657,240.69715952506752,250,1.0,0.41,0.41,100
26.666666666666657,249.3652122307524,250,1.0,0.41,0.41,100
26.666666666666657,258.0332649364373,250,1.0,0.48,0.48,100
26.666666666666657,266.7013176421222,250,1.0,0.65,0.65,100
26.666666666666657,275.3693703478071,250,1.0,0.65,0.65,100
26.666666666666657,284.037423053492,250,1.0,0.71,0.71,100
37.77777777777777,50.0,250,1.0,0.22,0.22,100
37.77777777777777,58.668052705684886,250,1.0,0.19,0.19,100
37.77777777777777,67.33610541136977,250,0.92,0.16,0.14,100
37.77777777777777,76.00415811705466,250,1.0,0.16,0.16,100
37.77777777777777,84.67221082273954,250,0.99,0.16,0.16,100
37.77777777777777,93.34026352842444,250,0.84,0.16,0.16,100
37.77777777777777,102.00831623410932,250,0.71,0.16,0.14,100
37.77777777777777,110.67636893979422,250,0.69,0.19,0.17,100
37.77777777777777,119.3444216454791,250,1.0,0.21,0.21,100
37.77777777777777,128.01247435116397,250,1.0,0.26,0.26,100
37.77777777777777,136.68052705684886,250,1.0,0.25,0.25,100
37.77777777777777,145.34857976253377,250,1.0,0.31,0.31,100
37.77777777777777,154.01663246821866,250,0.88,0.24,0.24,100
37.77777777777777,162.68468517390357,250,1.0,0.33,0.33,100
37.77777777777777,171.35273787958843,250,0.51,0.31,0.18,100
37.77777777777777,180.02079058527332,250,1.0,0.25,0.25,100
37.77777777777777,188.6888432909582,250,0.95,0.22,0.22,100
37.77777777777777,197.3568959966431,250,0.59,0.2,0.16,100
37.77777777777777,206.024948702328,250,0.99,0.36,0.36,100
37.77777777777777,214.6930014080129,250,1.0,0.46,0.46,100
37.77777777777777,223.36105411369775,250,1.0,0.32,0.32,100
37.77777777777777,232.02910681938263,250,1.0,0.3,0.3,100
37.77777777777777,240.69715952506752,250,0.62,0.45,0.29,100
37.77777777777777,249.3652122307524,250,0.99,0.32,0.32,100
37.77777777777777,258.0332649364373,250,0.99,0.36,0.36,100
37.77777777777777,266.7013176421222,250,0.99,0.46,0.45,100
37.77777777777777,275.3693703478071,250,1.0,0.77,0.77,100
37.77777777777777,284.037423053492,250,1.0,0.61,0.61,100
48.888888888888886,50.0,250,1.0,0.16,0.16,100
48.888888888888886,58.668052705684886,250,1.0,0.18,0.18,100
48.888888888888886,67.33610541136977,250,1.0,0.17,0.17,100
48.888888888888886,76.00415811705466,250,1.0,0.16,0.16,100
48.888888888888886,84.67221082273954,250,0.99,0.15,0.14,100
48.888888888888886,93.34026352842444,250,0.95,0.17,0.16,100
48.888888888888886,102.00831623410932,250,0.72,0.29,0.25,100
48.888888888888886,110.67636893979422,250,0.54,0.28,0.18,100
48.888888888888886,119.3444216454791,250,0.74,0.39,0.32,100
48.888888888888886,128.01247435116397,250,0.84,0.58,0.54,100
48.888888888888886,136.68052705684886,250,1.0,0.51,0.51,100
48.888888888888886,145.34857976253377,250,1.0,0.73,0.73,100
48.888888888888886,154.01663246821866,250,1.0,0.62,0.62,100
48.888888888888886,162.68468517390357,250,1.0,0.28,0.28,100
48.888888888888886,171.35273787958843,250,1.0,0.3,0.3,100
48.888888888888886,180.02079058527332,250,1.0,0.31,0.31,100
48.888888888888886,188.6888432909582,250,0.98,0.26,0.26,100
48.888888888888886,197.3568959966431,250,1.0,0.24,0.24,100
48.888888888888886,206.024948702328,250,1.0,0.22,0.22,100
48.888888888888886,214.6930014080129,250,1.0,0.31,0.31,100
48.888888888888886,223.36105411369775,250,1.0,0.33,0.33,100
48.888888888888886,232.02910681938263,250,0.93,0.38,0.38,100
48.888888888888886,240.69715952506752,250,1.0,0.34,0.34,100
48.888888888888886,249.3652122307524,250,0.95,0.28,0.27,100
48.888888888888886,258.0332649364373,250,0.98,0.4,0.4,100
48.888888888888886,266.7013176421222,250,0.99,0.56,0.56,100
48.888888888888886,275.3693703478071,250,0.54,0.37,0.31,100
48.888888888888886,284.037423053492,250,1.0,0.51,0.51,100
60.0,50.0,250,1.0,0.13,0.13,100
60.0,58.668052705684886,250,0.99,0.15,0.15,100
60.0,67.33610541136977,250,1.0,0.16,0.16,100
